"Time","English","Italian","IPA","Tags"
"08:55","eight fifty-five","le otto e cinquantacinque","[le ˈɔtto e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"08:56","eight fifty-six","le otto e cinquantasei","[le ˈɔtto e tʃiŋkwantaˈsɛi]","Telling_Time"
"08:57","eight fifty-seven","le otto e cinquantasette","[le ˈɔtto e tʃiŋkwantaˈsɛtte]","Telling_Time"
"08:58","eight fifty-eight","le otto e cinquantotto","[le ˈɔtto e tʃiŋkwantˈɔtto]","Telling_Time"
"08:59","eight fifty-nine","le otto e cinquantanove","[le ˈɔtto e tʃiŋkwantaˈnɔve]","Telling_Time"
"09:00","nine o'clock","le nove","[le ˈnɔve]","Telling_Time"
"09:01","nine oh one","le nove e uno","[le ˈnɔve e ˈuno]","Telling_Time"
"09:02","nine oh two","le nove e due","[le ˈnɔve e ˈdu.e]","Telling_Time"
"09:03","nine oh three","le nove e tre","[le ˈnɔve e ˈtrɛ]","Telling_Time"
"09:04","nine oh four","le nove e quattro","[le ˈnɔve e ˈkwattro]","Telling_Time"
"09:05","nine oh five","le nove e cinque","[le ˈnɔve e ˈtʃiŋkwe]","Telling_Time"
"09:06","nine oh six","le nove e sei","[le ˈnɔve e ˈsɛi]","Telling_Time"
"09:07","nine oh seven","le nove e sette","[le ˈnɔve e ˈsɛtte]","Telling_Time"
"09:08","nine oh eight","le nove e otto","[le ˈnɔve e ˈɔtto]","Telling_Time"
"09:09","nine oh nine","le nove e nove","[le ˈnɔve e ˈnɔve]","Telling_Time"
"09:10","nine ten","le nove e dieci","[le ˈnɔve e ˈdjɛtʃi]","Telling_Time"
"09:11","nine eleven","le nove e undici","[le ˈnɔve e ˈunditʃi]","Telling_Time"
"09:12","nine twelve","le nove e dodici","[le ˈnɔve e ˈdoditʃi]","Telling_Time"
"09:13","nine thirteen","le nove e tredici","[le ˈnɔve e treˈditʃi]","Telling_Time"
"09:14","nine fourteen","le nove e quattordici","[le ˈnɔve e kwatˈtorditʃi]","Telling_Time"
"09:15","nine fifteen","le nove e quindici","[le ˈnɔve e ˈkwinditʃi]","Telling_Time"
"09:16","nine sixteen","le nove e sedici","[le ˈnɔve e seˈditʃi]","Telling_Time"
"09:17","nine seventeen","le nove e diciassette","[le ˈnɔve e ditʃasˈsɛtte]","Telling_Time"
"09:18","nine eighteen","le nove e diciotto","[le ˈnɔve e ditʃˈɔtto]","Telling_Time"
"09:19","nine nineteen","le nove e diciannove","[le ˈnɔve e ditʃanˈnɔve]","Telling_Time"
"09:20","nine twenty","le nove e venti","[le ˈnɔve e ˈvɛnti]","Telling_Time"
"09:21","nine twenty-one","le nove e ventuno","[le ˈnɔve e ventuˈno]","Telling_Time"
"09:22","nine twenty-two","le nove e ventidue","[le ˈnɔve e ventiˈdu.e]","Telling_Time"
"09:23","nine twenty-three","le nove e ventitré","[le ˈnɔve e ventiˈtrɛ]","Telling_Time"
"09:24","nine twenty-four","le nove e ventiquattro","[le ˈnɔve e ventiˈkwattro]","Telling_Time"
"09:25","nine twenty-five","le nove e venticinque","[le ˈnɔve e ventitʃiŋˈkwe]","Telling_Time"
"09:26","nine twenty-six","le nove e ventisei","[le ˈnɔve e ventiˈsɛi]","Telling_Time"
"09:27","nine twenty-seven","le nove e ventisette","[le ˈnɔve e ventiˈsɛtte]","Telling_Time"
"09:28","nine twenty-eight","le nove e ventotto","[le ˈnɔve e ventˈɔtto]","Telling_Time"
"09:29","nine twenty-nine","le nove e ventinove","[le ˈnɔve e ventiˈnɔve]","Telling_Time"
"09:30","nine thirty","le nove e trenta","[le ˈnɔve e ˈtrɛnta]","Telling_Time"
"09:31","nine thirty-one","le nove e trentuno","[le ˈnɔve e trentuˈno]","Telling_Time"
"09:32","nine thirty-two","le nove e trentadue","[le ˈnɔve e trentaˈdu.e]","Telling_Time"
"09:33","nine thirty-three","le nove e trentatré","[le ˈnɔve e trentaˈtrɛ]","Telling_Time"
"09:34","nine thirty-four","le nove e trentaquattro","[le ˈnɔve e trentakˈkwattro]","Telling_Time"
"09:35","nine thirty-five","le nove e trentacinque","[le ˈnɔve e trentatʃiŋˈkwe]","Telling_Time"
"09:36","nine thirty-six","le nove e trentasei","[le ˈnɔve e trantaˈsɛi]","Telling_Time"
"09:37","nine thirty-seven","le nove e trentasette","[le ˈnɔve e trantaˈsɛtte]","Telling_Time"
"09:38","nine thirty-eight","le nove e trentotto","[le ˈnɔve e trantˈɔtto]","Telling_Time"
"09:39","nine thirty-nine","le nove e trentanove","[le ˈnɔve e trantaˈnɔve]","Telling_Time"
"09:40","nine forty","le nove e quaranta","[le ˈnɔve e kwaˈranta]","Telling_Time"
"09:41","nine forty-one","le nove e quarantuno","[le ˈnɔve e kwarantuˈno]","Telling_Time"
"09:42","nine forty-two","le nove e quarantadue","[le ˈnɔve e kwarantaˈdu.e]","Telling_Time"
"09:43","nine forty-three","le nove e quarantatré","[le ˈnɔve e kwarantaˈtrɛ]","Telling_Time"
"09:44","nine forty-four","le nove e quarantaquattro","[le ˈnɔve e kwarantaˈkwattro]","Telling_Time"
"09:45","nine forty-five","le nove e quarantacinque","[le ˈnɔve e kwarantaˈtʃiŋkwe]","Telling_Time"
"09:46","nine forty-six","le nove e quarantasei","[le ˈnɔve e kwarantaˈsɛi]","Telling_Time"
"09:47","nine forty-seven","le nove e quarantasette","[le ˈnɔve e kwarantaˈsɛtte]","Telling_Time"
"09:48","nine forty-eight","le nove e quarantotto","[le ˈnɔve e kwarantˈɔtto]","Telling_Time"
"09:49","nine forty-nine","le nove e quarantanove","[le ˈnɔve e kwarantaˈnɔve]","Telling_Time"
"09:50","nine fifty","le nove e cinquanta","[le ˈnɔve e tʃiŋˈkwanta]","Telling_Time"
"09:51","nine fifty-one","le nove e cinquantuno","[le ˈnɔve e tʃiŋkwantuˈno]","Telling_Time"
"09:52","nine fifty-two","le nove e cinquantadue","[le ˈnɔve e tʃiŋkwantaˈdu.e]","Telling_Time"
"09:53","nine fifty-three","le nove e cinquantatré","[le ˈnɔve e tʃiŋkwantaˈtrɛ]","Telling_Time"
"09:54","nine fifty-four","le nove e cinquantaquattro","[le ˈnɔve e tʃiŋkwantaˈkwattro]","Telling_Time"
"09:55","nine fifty-five","le nove e cinquantacinque","[le ˈnɔve e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"09:56","nine fifty-six","le nove e cinquantasei","[le ˈnɔve e tʃiŋkwantaˈsɛi]","Telling_Time"
"09:57","nine fifty-seven","le nove e cinquantasette","[le ˈnɔve e tʃiŋkwantaˈsɛtte]","Telling_Time"
"09:58","nine fifty-eight","le nove e cinquantotto","[le ˈnɔve e tʃiŋkwantˈɔtto]","Telling_Time"
"09:59","nine fifty-nine","le nove e cinquantanove","[le ˈnɔve e tʃiŋkwantaˈnɔve]","Telling_Time"
"10:00","ten o'clock","le dieci","[le ˈdjɛtʃi]","Telling_Time"
"10:01","ten oh one","le dieci e uno","[le ˈdjɛtʃi e ˈuno]","Telling_Time"
"10:02","ten oh two","le dieci e due","[le ˈdjɛtʃi e ˈdu.e]","Telling_Time"
"10:03","ten oh three","le dieci e tre","[le ˈdjɛtʃi e ˈtrɛ]","Telling_Time"
"10:04","ten oh four","le dieci e quattro","[le ˈdjɛtʃi e ˈkwattro]","Telling_Time"
"10:05","ten oh five","le dieci e cinque","[le ˈdjɛtʃi e ˈtʃiŋkwe]","Telling_Time"
"10:06","ten oh six","le dieci e sei","[le ˈdjɛtʃi e ˈsɛi]","Telling_Time"
"10:07","ten oh seven","le dieci e sette","[le ˈdjɛtʃi e ˈsɛtte]","Telling_Time"
"10:08","ten oh eight","le dieci e otto","[le ˈdjɛtʃi e ˈɔtto]","Telling_Time"
"10:09","ten oh nine","le dieci e nove","[le ˈdjɛtʃi e ˈnɔve]","Telling_Time"
"10:10","ten ten","le dieci e dieci","[le ˈdjɛtʃi e ˈdjɛtʃi]","Telling_Time"
"10:11","ten eleven","le dieci e undici","[le ˈdjɛtʃi e ˈunditʃi]","Telling_Time"
"10:12","ten twelve","le dieci e dodici","[le ˈdjɛtʃi e ˈdoditʃi]","Telling_Time"
"10:13","ten thirteen","le dieci e tredici","[le ˈdjɛtʃi e treˈditʃi]","Telling_Time"
"10:14","ten fourteen","le dieci e quattordici","[le ˈdjɛtʃi e kwatˈtorditʃi]","Telling_Time"
"10:15","ten fifteen","le dieci e quindici","[le ˈdjɛtʃi e ˈkwinditʃi]","Telling_Time"
"10:16","ten sixteen","le dieci e sedici","[le ˈdjɛtʃi e seˈditʃi]","Telling_Time"
"10:17","ten seventeen","le dieci e diciassette","[le ˈdjɛtʃi e ditʃasˈsɛtte]","Telling_Time"
"10:18","ten eighteen","le dieci e diciotto","[le ˈdjɛtʃi e ditʃˈɔtto]","Telling_Time"
"10:19","ten nineteen","le dieci e diciannove","[le ˈdjɛtʃi e ditʃanˈnɔve]","Telling_Time"
"10:20","ten twenty","le dieci e venti","[le ˈdjɛtʃi e ˈvɛnti]","Telling_Time"
"10:21","ten twenty-one","le dieci e ventuno","[le ˈdjɛtʃi e ventuˈno]","Telling_Time"
"10:22","ten twenty-two","le dieci e ventidue","[le ˈdjɛtʃi e ventiˈdu.e]","Telling_Time"
"10:23","ten twenty-three","le dieci e ventitré","[le ˈdjɛtʃi e ventiˈtrɛ]","Telling_Time"
"10:24","ten twenty-four","le dieci e ventiquattro","[le ˈdjɛtʃi e ventiˈkwattro]","Telling_Time"
"10:25","ten twenty-five","le dieci e venticinque","[le ˈdjɛtʃi e ventitʃiŋˈkwe]","Telling_Time"
"10:26","ten twenty-six","le dieci e ventisei","[le ˈdjɛtʃi e ventiˈsɛi]","Telling_Time"
"10:27","ten twenty-seven","le dieci e ventisette","[le ˈdjɛtʃi e ventiˈsɛtte]","Telling_Time"
"10:28","ten twenty-eight","le dieci e ventotto","[le ˈdjɛtʃi e ventˈɔtto]","Telling_Time"
"10:29","ten twenty-nine","le dieci e ventinove","[le ˈdjɛtʃi e ventiˈnɔve]","Telling_Time"
"10:30","ten thirty","le dieci e trenta","[le ˈdjɛtʃi e ˈtrɛnta]","Telling_Time"
"10:31","ten thirty-one","le dieci e trentuno","[le ˈdjɛtʃi e trentuˈno]","Telling_Time"
"10:32","ten thirty-two","le dieci e trentadue","[le ˈdjɛtʃi e trentaˈdu.e]","Telling_Time"
"10:33","ten thirty-three","le dieci e trentatré","[le ˈdjɛtʃi e trentaˈtrɛ]","Telling_Time"
"10:34","ten thirty-four","le dieci e trentaquattro","[le ˈdjɛtʃi e trentakˈkwattro]","Telling_Time"
"10:35","ten thirty-five","le dieci e trentacinque","[le ˈdjɛtʃi e trentatʃiŋˈkwe]","Telling_Time"
"10:36","ten thirty-six","le dieci e trentasei","[le ˈdjɛtʃi e trantaˈsɛi]","Telling_Time"
"10:37","ten thirty-seven","le dieci e trentasette","[le ˈdjɛtʃi e trantaˈsɛtte]","Telling_Time"
"10:38","ten thirty-eight","le dieci e trentotto","[le ˈdjɛtʃi e trantˈɔtto]","Telling_Time"
"10:39","ten thirty-nine","le dieci e trentanove","[le ˈdjɛtʃi e trantaˈnɔve]","Telling_Time"
"10:40","ten forty","le dieci e quaranta","[le ˈdjɛtʃi e kwaˈranta]","Telling_Time"
"10:41","ten forty-one","le dieci e quarantuno","[le ˈdjɛtʃi e kwarantuˈno]","Telling_Time"
"10:42","ten forty-two","le dieci e quarantadue","[le ˈdjɛtʃi e kwarantaˈdu.e]","Telling_Time"
"10:43","ten forty-three","le dieci e quarantatré","[le ˈdjɛtʃi e kwarantaˈtrɛ]","Telling_Time"
"10:44","ten forty-four","le dieci e quarantaquattro","[le ˈdjɛtʃi e kwarantaˈkwattro]","Telling_Time"
"10:45","ten forty-five","le dieci e quarantacinque","[le ˈdjɛtʃi e kwarantaˈtʃiŋkwe]","Telling_Time"
"10:46","ten forty-six","le dieci e quarantasei","[le ˈdjɛtʃi e kwarantaˈsɛi]","Telling_Time"
"10:47","ten forty-seven","le dieci e quarantasette","[le ˈdjɛtʃi e kwarantaˈsɛtte]","Telling_Time"
"10:48","ten forty-eight","le dieci e quarantotto","[le ˈdjɛtʃi e kwarantˈɔtto]","Telling_Time"
"10:49","ten forty-nine","le dieci e quarantanove","[le ˈdjɛtʃi e kwarantaˈnɔve]","Telling_Time"
"10:50","ten fifty","le dieci e cinquanta","[le ˈdjɛtʃi e tʃiŋˈkwanta]","Telling_Time"
"10:51","ten fifty-one","le dieci e cinquantuno","[le ˈdjɛtʃi e tʃiŋkwantuˈno]","Telling_Time"
"10:52","ten fifty-two","le dieci e cinquantadue","[le ˈdjɛtʃi e tʃiŋkwantaˈdu.e]","Telling_Time"
"10:53","ten fifty-three","le dieci e cinquantatré","[le ˈdjɛtʃi e tʃiŋkwantaˈtrɛ]","Telling_Time"
"10:54","ten fifty-four","le dieci e cinquantaquattro","[le ˈdjɛtʃi e tʃiŋkwantaˈkwattro]","Telling_Time"
"10:55","ten fifty-five","le dieci e cinquantacinque","[le ˈdjɛtʃi e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"10:56","ten fifty-six","le dieci e cinquantasei","[le ˈdjɛtʃi e tʃiŋkwantaˈsɛi]","Telling_Time"
"10:57","ten fifty-seven","le dieci e cinquantasette","[le ˈdjɛtʃi e tʃiŋkwantaˈsɛtte]","Telling_Time"
"10:58","ten fifty-eight","le dieci e cinquantotto","[le ˈdjɛtʃi e tʃiŋkwantˈɔtto]","Telling_Time"
"10:59","ten fifty-nine","le dieci e cinquantanove","[le ˈdjɛtʃi e tʃiŋkwantaˈnɔve]","Telling_Time"
"11:00","eleven o'clock","le undici","[le ˈunditʃi]","Telling_Time"
"11:01","eleven oh one","le undici e uno","[le ˈunditʃi e ˈuno]","Telling_Time"
"11:02","eleven oh two","le undici e due","[le ˈunditʃi e ˈdu.e]","Telling_Time"
"11:03","eleven oh three","le undici e tre","[le ˈunditʃi e ˈtrɛ]","Telling_Time"
"11:04","eleven oh four","le undici e quattro","[le ˈunditʃi e ˈkwattro]","Telling_Time"
"11:05","eleven oh five","le undici e cinque","[le ˈunditʃi e ˈtʃiŋkwe]","Telling_Time"
"11:06","eleven oh six","le undici e sei","[le ˈunditʃi e ˈsɛi]","Telling_Time"
"11:07","eleven oh seven","le undici e sette","[le ˈunditʃi e ˈsɛtte]","Telling_Time"
"11:08","eleven oh eight","le undici e otto","[le ˈunditʃi e ˈɔtto]","Telling_Time"
"11:09","eleven oh nine","le undici e nove","[le ˈunditʃi e ˈnɔve]","Telling_Time"
"11:10","eleven ten","le undici e dieci","[le ˈunditʃi e ˈdjɛtʃi]","Telling_Time"
"11:11","eleven eleven","le undici e undici","[le ˈunditʃi e ˈunditʃi]","Telling_Time"
"11:12","eleven twelve","le undici e dodici","[le ˈunditʃi e ˈdoditʃi]","Telling_Time"
"11:13","eleven thirteen","le undici e tredici","[le ˈunditʃi e treˈditʃi]","Telling_Time"
"11:14","eleven fourteen","le undici e quattordici","[le ˈunditʃi e kwatˈtorditʃi]","Telling_Time"
"11:15","eleven fifteen","le undici e quindici","[le ˈunditʃi e ˈkwinditʃi]","Telling_Time"
"11:16","eleven sixteen","le undici e sedici","[le ˈunditʃi e seˈditʃi]","Telling_Time"
"11:17","eleven seventeen","le undici e diciassette","[le ˈunditʃi e ditʃasˈsɛtte]","Telling_Time"
"11:18","eleven eighteen","le undici e diciotto","[le ˈunditʃi e ditʃˈɔtto]","Telling_Time"
"11:19","eleven nineteen","le undici e diciannove","[le ˈunditʃi e ditʃanˈnɔve]","Telling_Time"
"11:20","eleven twenty","le undici e venti","[le ˈunditʃi e ˈvɛnti]","Telling_Time"
"11:21","eleven twenty-one","le undici e ventuno","[le ˈunditʃi e ventuˈno]","Telling_Time"
"11:22","eleven twenty-two","le undici e ventidue","[le ˈunditʃi e ventiˈdu.e]","Telling_Time"
"11:23","eleven twenty-three","le undici e ventitré","[le ˈunditʃi e ventiˈtrɛ]","Telling_Time"
"11:24","eleven twenty-four","le undici e ventiquattro","[le ˈunditʃi e ventiˈkwattro]","Telling_Time"
"11:25","eleven twenty-five","le undici e venticinque","[le ˈunditʃi e ventitʃiŋˈkwe]","Telling_Time"
"11:26","eleven twenty-six","le undici e ventisei","[le ˈunditʃi e ventiˈsɛi]","Telling_Time"
"11:27","eleven twenty-seven","le undici e ventisette","[le ˈunditʃi e ventiˈsɛtte]","Telling_Time"
"11:28","eleven twenty-eight","le undici e ventotto","[le ˈunditʃi e ventˈɔtto]","Telling_Time"
"11:29","eleven twenty-nine","le undici e ventinove","[le ˈunditʃi e ventiˈnɔve]","Telling_Time"
"11:30","eleven thirty","le undici e trenta","[le ˈunditʃi e ˈtrɛnta]","Telling_Time"
"11:31","eleven thirty-one","le undici e trentuno","[le ˈunditʃi e trentuˈno]","Telling_Time"
"11:32","eleven thirty-two","le undici e trentadue","[le ˈunditʃi e trentaˈdu.e]","Telling_Time"
"11:33","eleven thirty-three","le undici e trentatré","[le ˈunditʃi e trentaˈtrɛ]","Telling_Time"
"11:34","eleven thirty-four","le undici e trentaquattro","[le ˈunditʃi e trentakˈkwattro]","Telling_Time"
"11:35","eleven thirty-five","le undici e trentacinque","[le ˈunditʃi e trentatʃiŋˈkwe]","Telling_Time"
"11:36","eleven thirty-six","le undici e trentasei","[le ˈunditʃi e trantaˈsɛi]","Telling_Time"
"11:37","eleven thirty-seven","le undici e trentasette","[le ˈunditʃi e trantaˈsɛtte]","Telling_Time"
"11:38","eleven thirty-eight","le undici e trentotto","[le ˈunditʃi e trantˈɔtto]","Telling_Time"
"11:39","eleven thirty-nine","le undici e trentanove","[le ˈunditʃi e trantaˈnɔve]","Telling_Time"
"11:40","eleven forty","le undici e quaranta","[le ˈunditʃi e kwaˈranta]","Telling_Time"
"11:41","eleven forty-one","le undici e quarantuno","[le ˈunditʃi e kwarantuˈno]","Telling_Time"
"11:42","eleven forty-two","le undici e quarantadue","[le ˈunditʃi e kwarantaˈdu.e]","Telling_Time"
"11:43","eleven forty-three","le undici e quarantatré","[le ˈunditʃi e kwarantaˈtrɛ]","Telling_Time"
"11:44","eleven forty-four","le undici e quarantaquattro","[le ˈunditʃi e kwarantaˈkwattro]","Telling_Time"
"11:45","eleven forty-five","le undici e quarantacinque","[le ˈunditʃi e kwarantaˈtʃiŋkwe]","Telling_Time"
"11:46","eleven forty-six","le undici e quarantasei","[le ˈunditʃi e kwarantaˈsɛi]","Telling_Time"
"11:47","eleven forty-seven","le undici e quarantasette","[le ˈunditʃi e kwarantaˈsɛtte]","Telling_Time"
"11:48","eleven forty-eight","le undici e quarantotto","[le ˈunditʃi e kwarantˈɔtto]","Telling_Time"
"11:49","eleven forty-nine","le undici e quarantanove","[le ˈunditʃi e kwarantaˈnɔve]","Telling_Time"
"11:50","eleven fifty","le undici e cinquanta","[le ˈunditʃi e tʃiŋˈkwanta]","Telling_Time"
"11:51","eleven fifty-one","le undici e cinquantuno","[le ˈunditʃi e tʃiŋkwantuˈno]","Telling_Time"
"11:52","eleven fifty-two","le undici e cinquantadue","[le ˈunditʃi e tʃiŋkwantaˈdu.e]","Telling_Time"
"11:53","eleven fifty-three","le undici e cinquantatré","[le ˈunditʃi e tʃiŋkwantaˈtrɛ]","Telling_Time"
"11:54","eleven fifty-four","le undici e cinquantaquattro","[le ˈunditʃi e tʃiŋkwantaˈkwattro]","Telling_Time"
"11:55","eleven fifty-five","le undici e cinquantacinque","[le ˈunditʃi e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"11:56","eleven fifty-six","le undici e cinquantasei","[le ˈunditʃi e tʃiŋkwantaˈsɛi]","Telling_Time"
"11:57","eleven fifty-seven","le undici e cinquantasette","[le ˈunditʃi e tʃiŋkwantaˈsɛtte]","Telling_Time"
"11:58","eleven fifty-eight","le undici e cinquantotto","[le ˈunditʃi e tʃiŋkwantˈɔtto]","Telling_Time"
"11:59","eleven fifty-nine","le undici e cinquantanove","[le ˈunditʃi e tʃiŋkwantaˈnɔve]","Telling_Time"
"12:00","twelve o'clock","le dodici","[le ˈdoditʃi]","Telling_Time"
"12:01","twelve oh one","le dodici e uno","[le ˈdoditʃi e ˈuno]","Telling_Time"
"12:02","twelve oh two","le dodici e due","[le ˈdoditʃi e ˈdu.e]","Telling_Time"
"12:03","twelve oh three","le dodici e tre","[le ˈdoditʃi e ˈtrɛ]","Telling_Time"
"12:04","twelve oh four","le dodici e quattro","[le ˈdoditʃi e ˈkwattro]","Telling_Time"
"12:05","twelve oh five","le dodici e cinque","[le ˈdoditʃi e ˈtʃiŋkwe]","Telling_Time"
"12:06","twelve oh six","le dodici e sei","[le ˈdoditʃi e ˈsɛi]","Telling_Time"
"12:07","twelve oh seven","le dodici e sette","[le ˈdoditʃi e ˈsɛtte]","Telling_Time"
"12:08","twelve oh eight","le dodici e otto","[le ˈdoditʃi e ˈɔtto]","Telling_Time"
"12:09","twelve oh nine","le dodici e nove","[le ˈdoditʃi e ˈnɔve]","Telling_Time"
"12:10","twelve ten","le dodici e dieci","[le ˈdoditʃi e ˈdjɛtʃi]","Telling_Time"
"12:11","twelve eleven","le dodici e undici","[le ˈdoditʃi e ˈunditʃi]","Telling_Time"
"12:12","twelve twelve","le dodici e dodici","[le ˈdoditʃi e ˈdoditʃi]","Telling_Time"
"12:13","twelve thirteen","le dodici e tredici","[le ˈdoditʃi e treˈditʃi]","Telling_Time"
"12:14","twelve fourteen","le dodici e quattordici","[le ˈdoditʃi e kwatˈtorditʃi]","Telling_Time"
"12:15","twelve fifteen","le dodici e quindici","[le ˈdoditʃi e ˈkwinditʃi]","Telling_Time"
"12:16","twelve sixteen","le dodici e sedici","[le ˈdoditʃi e seˈditʃi]","Telling_Time"
"12:17","twelve seventeen","le dodici e diciassette","[le ˈdoditʃi e ditʃasˈsɛtte]","Telling_Time"
"12:18","twelve eighteen","le dodici e diciotto","[le ˈdoditʃi e ditʃˈɔtto]","Telling_Time"
"12:19","twelve nineteen","le dodici e diciannove","[le ˈdoditʃi e ditʃanˈnɔve]","Telling_Time"
"12:20","twelve twenty","le dodici e venti","[le ˈdoditʃi e ˈvɛnti]","Telling_Time"
"12:21","twelve twenty-one","le dodici e ventuno","[le ˈdoditʃi e ventuˈno]","Telling_Time"
"12:22","twelve twenty-two","le dodici e ventidue","[le ˈdoditʃi e ventiˈdu.e]","Telling_Time"
"12:23","twelve twenty-three","le dodici e ventitré","[le ˈdoditʃi e ventiˈtrɛ]","Telling_Time"
"12:24","twelve twenty-four","le dodici e ventiquattro","[le ˈdoditʃi e ventiˈkwattro]","Telling_Time"
"12:25","twelve twenty-five","le dodici e venticinque","[le ˈdoditʃi e ventitʃiŋˈkwe]","Telling_Time"
"12:26","twelve twenty-six","le dodici e ventisei","[le ˈdoditʃi e ventiˈsɛi]","Telling_Time"
"12:27","twelve twenty-seven","le dodici e ventisette","[le ˈdoditʃi e ventiˈsɛtte]","Telling_Time"
"12:28","twelve twenty-eight","le dodici e ventotto","[le ˈdoditʃi e ventˈɔtto]","Telling_Time"
"12:29","twelve twenty-nine","le dodici e ventinove","[le ˈdoditʃi e ventiˈnɔve]","Telling_Time"
"12:30","twelve thirty","le dodici e trenta","[le ˈdoditʃi e ˈtrɛnta]","Telling_Time"
"12:31","twelve thirty-one","le dodici e trentuno","[le ˈdoditʃi e trentuˈno]","Telling_Time"
"12:32","twelve thirty-two","le dodici e trentadue","[le ˈdoditʃi e trentaˈdu.e]","Telling_Time"
"12:33","twelve thirty-three","le dodici e trentatré","[le ˈdoditʃi e trentaˈtrɛ]","Telling_Time"
"12:34","twelve thirty-four","le dodici e trentaquattro","[le ˈdoditʃi e trentakˈkwattro]","Telling_Time"
"12:35","twelve thirty-five","le dodici e trentacinque","[le ˈdoditʃi e trentatʃiŋˈkwe]","Telling_Time"
"12:36","twelve thirty-six","le dodici e trentasei","[le ˈdoditʃi e trantaˈsɛi]","Telling_Time"
"12:37","twelve thirty-seven","le dodici e trentasette","[le ˈdoditʃi e trantaˈsɛtte]","Telling_Time"
"12:38","twelve thirty-eight","le dodici e trentotto","[le ˈdoditʃi e trantˈɔtto]","Telling_Time"
"12:39","twelve thirty-nine","le dodici e trentanove","[le ˈdoditʃi e trantaˈnɔve]","Telling_Time"
"12:40","twelve forty","le dodici e quaranta","[le ˈdoditʃi e kwaˈranta]","Telling_Time"
"12:41","twelve forty-one","le dodici e quarantuno","[le ˈdoditʃi e kwarantuˈno]","Telling_Time"
"12:42","twelve forty-two","le dodici e quarantadue","[le ˈdoditʃi e kwarantaˈdu.e]","Telling_Time"
"12:43","twelve forty-three","le dodici e quarantatré","[le ˈdoditʃi e kwarantaˈtrɛ]","Telling_Time"
"12:44","twelve forty-four","le dodici e quarantaquattro","[le ˈdoditʃi e kwarantaˈkwattro]","Telling_Time"
"12:45","twelve forty-five","le dodici e quarantacinque","[le ˈdoditʃi e kwarantaˈtʃiŋkwe]","Telling_Time"
"12:46","twelve forty-six","le dodici e quarantasei","[le ˈdoditʃi e kwarantaˈsɛi]","Telling_Time"
"12:47","twelve forty-seven","le dodici e quarantasette","[le ˈdoditʃi e kwarantaˈsɛtte]","Telling_Time"
"12:48","twelve forty-eight","le dodici e quarantotto","[le ˈdoditʃi e kwarantˈɔtto]","Telling_Time"
"12:49","twelve forty-nine","le dodici e quarantanove","[le ˈdoditʃi e kwarantaˈnɔve]","Telling_Time"
"12:50","twelve fifty","le dodici e cinquanta","[le ˈdoditʃi e tʃiŋˈkwanta]","Telling_Time"
"12:51","twelve fifty-one","le dodici e cinquantuno","[le ˈdoditʃi e tʃiŋkwantuˈno]","Telling_Time"
"12:52","twelve fifty-two","le dodici e cinquantadue","[le ˈdoditʃi e tʃiŋkwantaˈdu.e]","Telling_Time"
"12:53","twelve fifty-three","le dodici e cinquantatré","[le ˈdoditʃi e tʃiŋkwantaˈtrɛ]","Telling_Time"
"12:54","twelve fifty-four","le dodici e cinquantaquattro","[le ˈdoditʃi e tʃiŋkwantaˈkwattro]","Telling_Time"
"12:55","twelve fifty-five","le dodici e cinquantacinque","[le ˈdoditʃi e tʃiŋkwantaˈtʃiŋkwe]","Telling_Time"
"12:56","twelve fifty-six","le dodici e cinquantasei","[le ˈdoditʃi e tʃiŋkwantaˈsɛi]","Telling_Time"
"12:57","twelve fifty-seven","le dodici e cinquantasette","[le ˈdoditʃi e tʃiŋkwantaˈsɛtte]","Telling_Time"
"12:58","twelve fifty-eight","le dodici e cinquantotto","[le ˈdoditʃi e tʃiŋkwantˈɔtto]","Telling_Time"
"12:59","twelve fifty-nine","le dodici e cinquantanove","[le ˈdoditʃi e tʃiŋkwantaˈnɔve]","Telling_Time"
"13:00","one o'clock","le uno","[le ˈuno]","Telling_Time"
"13:01","one oh one","le uno e uno","[le ˈuno e ˈuno]","Telling_Time"
"13:02","one oh two","le uno e due","[le ˈuno e ˈdu.e]","Telling_Time"
"13:03","one oh three","le uno e tre","[le ˈuno e ˈtrɛ]","Telling_Time"
"13:04","one oh four","le uno e quattro","[le ˈuno e ˈkwattro]","Telling_Time"
"13:05","one oh five","le uno e cinque","[le ˈuno e ˈtʃiŋkwe]","Telling_Time"
"13:06","one oh six","le uno e sei","[le ˈuno e ˈsɛi]","Telling_Time"
"13:07","one oh seven","le uno e sette","[le ˈuno e ˈsɛtte]","Telling_Time"
"13:08","one oh eight","le uno e otto","[le ˈuno e ˈɔtto]","Telling_Time"
"13:09","one oh nine","le uno e nove","[le ˈuno e ˈnɔve]","Telling_Time"
"13:10","one ten","le uno e dieci","[le ˈuno e ˈdjɛtʃi]","Telling_Time"
"13:11","one eleven","le uno e undici","[le ˈuno e ˈunditʃi]","Telling_Time"
"13:12","one twelve","le uno e dodici","[le ˈuno e ˈdoditʃi]","Telling_Time"
