English_Term,Translation,English_Sentence,Sentence_Translation,IPA,CEFR_Level,Tags,Notes
series,,,,,a2,,
serious,,,,,a2,,
seriously,,,,,a2,,
serve,,,,,a2,,
service,,,,,a2,,
several,,,,,a2,,
sew,,,,,a2,,
shade,,,,,a2,,
shadow,,,,,a2,,
shall,,,,,a2,,
shampoo,,,,,a2,,
shape,,,,,a2,,
sheet,,,,,a2,,
shell,,,,,a2,,
shine,,,,,a2,,
shock,,,,,a2,,
shoot,,,,,a2,,
shop,,,,,a2,,
shore,,,,,a2,,
short,,,,,a2,,
shot,,,,,a2,,
shout,,,,,a2,,
shut,,,,,a2,,
sightseeing,,,,,a2,,
significant,,,,,a2,,
silence,,,,,a2,,
silently,,,,,a2,,
silly,,,,,a2,,
silver,,,,,a2,,
simple,,,,,a2,,
simply,,,,,a2,,
since,,,,,a2,,
singing,,,,,a2,,
single,,,,,a2,,
singular,,,,,a2,,
sink,,,,,a2,,
sitting,,,,,a2,,
skate,,,,,a2,,
skateboarding,,,,,a2,,
skating,,,,,a2,,
ski,,,,,a2,,
skiing,,,,,a2,,
skin,,,,,a2,,
slave,,,,,a2,,
sleepless,,,,,a2,,
sleepy,,,,,a2,,
slice,,,,,a2,,
slide,,,,,a2,,
slim,,,,,a2,,
slowly,,,,,a2,,
smartphone,,,,,a2,,
smooth,,,,,a2,,
smoothly,,,,,a2,,
snack,,,,,a2,,
snowboarding,,,,,a2,,
soap,,,,,a2,,
society,,,,,a2,,
sock,,,,,a2,,
soda,,,,,a2,,
soft,,,,,a2,,
soft,,,,,a2,,
softly,,,,,a2,,
software,,,,,a2,,
soldier,,,,,a2,,
solution,,,,,a2,,
someday,,,,,a2,,
somewhere,,,,,a2,,
sort,,,,,a2,,
source,,,,,a2,,
spaceship,,,,,a2,,
spaghetti,,,,,a2,,
speaker,,,,,a2,,
specific,,,,,a2,,
speed,,,,,a2,,
spider,,,,,a2,,
spill,,,,,a2,,
splash,,,,,a2,,
split,,,,,a2,,
spoon,,,,,a2,,
sports,,,,,a2,,
spread,,,,,a2,,
square,,,,,a2,,
stadium,,,,,a2,,
staff,,,,,a2,,
stair,,,,,a2,,
stamp,,,,,a2,,
state,,,,,a2,,
statue,,,,,a2,,
steak,,,,,a2,,
steal,,,,,a2,,
stomach,,,,,a2,,
stomachache,,,,,a2,,
storm,,,,,a2,,
stove,,,,,a2,,
stranger,,,,,a2,,
strategy,,,,,a2,,
strength,,,,,a2,,
stress,,,,,a2,,
strike,,,,,a2,,
string,,,,,a2,,
strongly,,,,,a2,,
structure,,,,,a2,,
stuff,,,,,a2,,
stupid,,,,,a2,,
succeed,,,,,a2,,
successfully,,,,,a2,,
such,,,,,a2,,
sudden,,,,,a2,,
suddenly,,,,,a2,,
suggest,,,,,a2,,
suit,,,,,a2,,
suitable,,,,,a2,,
suitcase,,,,,a2,,
summary,,,,,a2,,
sunflower,,,,,a2,,
sunglasses,,,,,a2,,
sunlight,,,,,a2,,
superlative,,,,,a2,,
superstar,,,,,a2,,
supper,,,,,a2,,
support,,,,,a2,,
suppose,,,,,a2,,
surfing,,,,,a2,,
surname,,,,,a2,,
surprised,,,,,a2,,
surprising,,,,,a2,,
survive,,,,,a2,,
swallow,,,,,a2,,
sweat,,,,,a2,,
sweetheart,,,,,a2,,
swimming,,,,,a2,,
swimsuit,,,,,a2,,
symbol,,,,,a2,,
symphony,,,,,a2,,
system,,,,,a2,,
table,,,,,a2,,
tablespoon,,,,,a2,,
tablet,,,,,a2,,
talent,,,,,a2,,
tap,,,,,a2,,
tape,,,,,a2,,
target,,,,,a2,,
task,,,,,a2,,
taste,,,,,a2,,
teaching,,,,,a2,,
tear,,,,,a2,,
teenage,,,,,a2,,
temperature,,,,,a2,,
term,,,,,a2,,
terrify,,,,,a2,,
terrorist,,,,,a2,,
text,,,,,a2,,
textbook,,,,,a2,,
theirs,,,,,a2,,
themselves,,,,,a2,,
therefore,,,,,a2,,
thief,,,,,a2,,
thinking,,,,,a2,,
though,,,,,a2,,
thought,,,,,a2,,
thunderstorm,,,,,a2,,
tidy,,,,,a2,,
tie,,,,,a2,,
tights,,,,,a2,,
till,,,,,a2,,
timetable,,,,,a2,,
tip,,,,,a2,,
toast,,,,,a2,,
toe,,,,,a2,,
tone,,,,,a2,,
toothache,,,,,a2,,
toothbrush,,,,,a2,,
tour,,,,,a2,,
tour,,,,,a2,,
tourism,,,,,a2,,
toward,,,,,a2,,
towards,,,,,a2,,
track,,,,,a2,,
trade,,,,,a2,,
tradition,,,,,a2,,
traditional,,,,,a2,,
traffic,,,,,a2,,
trainer,,,,,a2,,
training,,,,,a2,,
tram,,,,,a2,,
transport,,,,,a2,,
trap,,,,,a2,,
traveler,,,,,a2,,
traveller,,,,,a2,,
treasure,,,,,a2,,
trick,,,,,a2,,
trouble,,,,,a2,,
truly,,,,,a2,,
trust,,,,,a2,,
truth,,,,,a2,,
tune,,,,,a2,,
twin,,,,,a2,,
typical,,,,,a2,,
uncertain,,,,,a2,,
uncomfortable,,,,,a2,,
underground,,,,,a2,,
understanding,,,,,a2,,
underwater,,,,,a2,,
uneasy,,,,,a2,,
unfair,,,,,a2,,
unforgettable,,,,,a2,,
unfortunately,,,,,a2,,
unhappy,,,,,a2,,
unhealthy,,,,,a2,,
uniform,,,,,a2,,
unimportant,,,,,a2,,
unit,,,,,a2,,
united,,,,,a2,,
unknown,,,,,a2,,
unlike,,,,,a2,,
unnecessary,,,,,a2,,
unpleasant,,,,,a2,,
unusual,,,,,a2,,
upon,,,,,a2,,
upset,,,,,a2,,
used,,,,,a2,,
used,,,,,a2,,
user,,,,,a2,,
usual,,,,,a2,,
valley,,,,,a2,,
value,,,,,a2,,
van,,,,,a2,,
variety,,,,,a2,,
vehicle,,,,,a2,,
verb,,,,,a2,,
video,,,,,a2,,
view,,,,,a2,,
violent,,,,,a2,,
violin,,,,,a2,,
virus,,,,,a2,,
vocabulary,,,,,a2,,
voice,,,,,a2,,
walking,,,,,a2,,
wallet,,,,,a2,,
wander,,,,,a2,,
washing,,,,,a2,,
washing,,,,,a2,,
washing-up,,,,,a2,,
wave,,,,,a2,,
weak,,,,,a2,,
wealth,,,,,a2,,
web,,,,,a2,,
web,,,,,a2,,
wedding,,,,,a2,,
weekday,,,,,a2,,
weekly,,,,,a2,,
weep,,,,,a2,,
weigh,,,,,a2,,
weight,,,,,a2,,
well-known,,,,,a2,,
wet,,,,,a2,,
whatever,,,,,a2,,
wheelchair,,,,,a2,,
while,,,,,a2,,
whole,,,,,a2,,
whom,,,,,a2,,
wide,,,,,a2,,
widely,,,,,a2,,
wild,,,,,a2,,
windy,,,,,a2,,
winner,,,,,a2,,
wisdom,,,,,a2,,
wise,,,,,a2,,
within,,,,,a2,,
wonder,,,,,a2,,
wood,,,,,a2,,
wooden,,,,,a2,,
wool,,,,,a2,,
working,,,,,a2,,
worldwide,,,,,a2,,
worried,,,,,a2,,
worse,,,,,a2,,
worst,,,,,a2,,
wow,,,,,a2,,
youth,,,,,a2,,
zero,,,,,a2,,
zone,,,,,a2,,
atlantic,,,,,b1,,
cd-rom,,,,,b1,,
cv,,,,,b1,,
christian,,,,,b1,,
dj,,,,,b1,,
englishman,,,,,b1,,
hiv,,,,,b1,,
mediterranean,,,,,b1,,
abandon,,,,,b1,,
abnormal,,,,,b1,,
aboard,,,,,b1,,
aborigine,,,,,b1,,
absence,,,,,b1,,
absent,,,,,b1,,
absolute,,,,,b1,,
absolutely,,,,,b1,,
absorb,,,,,b1,,
abstract,,,,,b1,,
abundance,,,,,b1,,
abundant,,,,,b1,,
academic,,,,,b1,,
academy,,,,,b1,,
accent,,,,,b1,,
acceptance,,,,,b1,,
access,,,,,b1,,
accessible,,,,,b1,,
accessory,,,,,b1,,
accidental,,,,,b1,,
accidentally,,,,,b1,,
accommodation,,,,,b1,,
accompany,,,,,b1,,
accomplish,,,,,b1,,
accountant,,,,,b1,,
accuracy,,,,,b1,,
accurate,,,,,b1,,
accurately,,,,,b1,,
accuse,,,,,b1,,
accustom,,,,,b1,,
ache,,,,,b1,,
achievement,,,,,b1,,
acknowledge,,,,,b1,,
acknowledgment,,,,,b1,,
acquaintance,,,,,b1,,
acquire,,,,,b1,,
ad,,,,,b1,,
adapt,,,,,b1,,
addressee,,,,,b1,,
administration,,,,,b1,,
admiration,,,,,b1,,
admission,,,,,b1,,
adopt,,,,,b1,,
adorable,,,,,b1,,
advance,,,,,b1,,
adverb,,,,,b1,,
adverbial,,,,,b1,,
advert,,,,,b1,,
adviser,,,,,b1,,
aerobics,,,,,b1,,
affection,,,,,b1,,
afford,,,,,b1,,
afterward,,,,,b1,,
afterwards,,,,,b1,,
agenda,,,,,b1,,
aggressive,,,,,b1,,
agreement,,,,,b1,,
agricultural,,,,,b1,,
agriculture,,,,,b1,,
aid,,,,,b1,,
aim,,,,,b1,,
air,,,,,b1,,
air,,,,,b1,,
alcohol,,,,,b1,,
alcoholic,,,,,b1,,
alike,,,,,b1,,
allergic,,,,,b1,,
allowance,,,,,b1,,
aloud,,,,,b1,,
alphabet,,,,,b1,,
altogether,,,,,b1,,
amazed,,,,,b1,,
ambitious,,,,,b1,,
ambulance,,,,,b1,,
amusing,,,,,b1,,
analyse,,,,,b1,,
analysis,,,,,b1,,
analyze,,,,,b1,,
anger,,,,,b1,,
angle,,,,,b1,,
animated,,,,,b1,,
animation,,,,,b1,,
announce,,,,,b1,,
announcement,,,,,b1,,
annoyance,,,,,b1,,
annoyed,,,,,b1,,
annual,,,,,b1,,
annually,,,,,b1,,
ant,,,,,b1,,
anti,,,,,b1,,
antique,,,,,b1,,
antonym,,,,,b1,,
anxiety,,,,,b1,,
anxiously,,,,,b1,,
anyhow,,,,,b1,,
ape,,,,,b1,,
apologise,,,,,b1,,
apology,,,,,b1,,
apparent,,,,,b1,,
appeal,,,,,b1,,
appetite,,,,,b1,,
applaud,,,,,b1,,
applause,,,,,b1,,
application,,,,,b1,,
appoint,,,,,b1,,
appreciation,,,,,b1,,
approach,,,,,b1,,
approval,,,,,b1,,
approve,,,,,b1,,
approximately,,,,,b1,,
arise,,,,,b1,,
arithmetic,,,,,b1,,
arrest,,,,,b1,,
arrival,,,,,b1,,
arrow,,,,,b1,,
artistic,,,,,b1,,
ashamed,,,,,b1,,
aside,,,,,b1,,
aspect,,,,,b1,,
aspirin,,,,,b1,,
assign,,,,,b1,,
assignment,,,,,b1,,
assist,,,,,b1,,
assistance,,,,,b1,,
associate,,,,,b1,,
assume,,,,,b1,,
astronomer,,,,,b1,,
athletic,,,,,b1,,
atmosphere,,,,,b1,,
atomic,,,,,b1,,
attach,,,,,b1,,
attachment,,,,,b1,,
attain,,,,,b1,,
attract,,,,,b1,,
attraction,,,,,b1,,
authority,,,,,b1,,
auxiliary,,,,,b1,,
avenue,,,,,b1,,
aware,,,,,b1,,
awareness,,,,,b1,,
awesome,,,,,b1,,
awkward,,,,,b1,,
babysit,,,,,b1,,
babysitter,,,,,b1,,
backache,,,,,b1,,
backpack,,,,,b1,,
backpacker,,,,,b1,,
backpacking,,,,,b1,,
backwards,,,,,b1,,
bacon,,,,,b1,,
baggage,,,,,b1,,
baker,,,,,b1,,
bakery,,,,,b1,,
balance,,,,,b1,,
bald,,,,,b1,,
ban,,,,,b1,,
bandage,,,,,b1,,
bang,,,,,b1,,
bank,,,,,b1,,
bank,,,,,b1,,
bare,,,,,b1,,
barely,,,,,b1,,
bark,,,,,b1,,
barman,,,,,b1,,
barrel,,,,,b1,,
basement,,,,,b1,,
basin,,,,,b1,,
basis,,,,,b1,,
bathe,,,,,b1,,
battle,,,,,b1,,
beard,,,,,b1,,
beast,,,,,b1,,
beautifully,,,,,b1,,
beaver,,,,,b1,,
because,,,,,b1,,
bedside,,,,,b1,,
behalf,,,,,b1,,
belief,,,,,b1,,
beloved,,,,,b1,,
beneath,,,,,b1,,
bent,,,,,b1,,
bet,,,,,b1,,
bilingual,,,,,b1,,
biochemistry,,,,,b1,,
biography,,,,,b1,,
bishop,,,,,b1,,
bitter,,,,,b1,,
bleed,,,,,b1,,
blend,,,,,b1,,
bless,,,,,b1,,
blessing,,,,,b1,,
blind,,,,,b1,,
blogger,,,,,b1,,
blush,,,,,b1,,
boast,,,,,b1,,
bold,,,,,b1,,
boldly,,,,,b1,,
bomb,,,,,b1,,
bond,,,,,b1,,
booking,,,,,b1,,
boom,,,,,b1,,
border,,,,,b1,,
bore,,,,,b1,,
boredom,,,,,b1,,
bounce,,,,,b1,,
bound,,,,,b1,,
bow,,,,,b1,,
boxing,,,,,b1,,
bracelet,,,,,b1,,
brainstorming,,,,,b1,,
brand-new,,,,,b1,,
brass,,,,,b1,,
bravely,,,,,b1,,
breakthrough,,,,,b1,,
breast,,,,,b1,,
breath,,,,,b1,,
breathing,,,,,b1,,
breathless,,,,,b1,,
breed,,,,,b1,,
breeding,,,,,b1,,
brick,,,,,b1,,
brief,,,,,b1,,
briefly,,,,,b1,,
brightly,,,,,b1,,
broad,,,,,b1,,
broadcast,,,,,b1,,
broccoli,,,,,b1,,
bronze,,,,,b1,,
brotherhood,,,,,b1,,
bubble,,,,,b1,,
buddy,,,,,b1,,
builder,,,,,b1,,
bull,,,,,b1,,
bullet,,,,,b1,,
bulletin,,,,,b1,,
bump,,,,,b1,,
bunch,,,,,b1,,
burden,,,,,b1,,
bureau,,,,,b1,,
burglar,,,,,b1,,
burning,,,,,b1,,
burst,,,,,b1,,
bust,,,,,b1,,
butcher,,,,,b1,,
buyer,,,,,b1,,
cabbage,,,,,b1,,
cabin,,,,,b1,,
cage,,,,,b1,,
calculate,,,,,b1,,
calculation,,,,,b1,,
calculator,,,,,b1,,
calf,,,,,b1,,
caller,,,,,b1,,
calm,,,,,b1,,
calmness,,,,,b1,,
camel,,,,,b1,,
campaign,,,,,b1,,
campsite,,,,,b1,,
canal,,,,,b1,,
cancel,,,,,b1,,
cancer,,,,,b1,,
candidate,,,,,b1,,
candle,,,,,b1,,
canned,,,,,b1,,
canteen,,,,,b1,,
capable,,,,,b1,,
capacity,,,,,b1,,
capsule,,,,,b1,,
capture,,,,,b1,,
careless,,,,,b1,,
carelessly,,,,,b1,,
carelessness,,,,,b1,,
carriage,,,,,b1,,
carton,,,,,b1,,
cashpoint,,,,,b1,,
casual,,,,,b1,,
categorize,,,,,b1,,
category,,,,,b1,,
cattle,,,,,b1,,
caution,,,,,b1,,
cautious,,,,,b1,,
cave,,,,,b1,,
ceiling,,,,,b1,,
cell,,,,,b1,,
central,,,,,b1,,
central,,,,,b1,,
ceremony,,,,,b1,,
certainty,,,,,b1,,
challenging,,,,,b1,,
champion,,,,,b1,,
channel,,,,,b1,,
chaos,,,,,b1,,
characteristic,,,,,b1,,
characterize,,,,,b1,,
charge,,,,,b1,,
chariot,,,,,b1,,
charm,,,,,b1,,
chase,,,,,b1,,
chat,,,,,b1,,
cheat,,,,,b1,,
check-in,,,,,b1,,
check-in,,,,,b1,,
checkout,,,,,b1,,
cheerful,,,,,b1,,
chemist,,,,,b1,,
cherish,,,,,b1,,
chest,,,,,b1,,
chewing,,,,,b1,,
chief,,,,,b1,,
choir,,,,,b1,,
choke,,,,,b1,,
chronological,,,,,b1,,
chuckle,,,,,b1,,
circular,,,,,b1,,
circus,,,,,b1,,
citizenship,,,,,b1,,
civil,,,,,b1,,
civilization,,,,,b1,,
classify,,,,,b1,,
clause,,,,,b1,,
client,,,,,b1,,
cliff,,,,,b1,,
climber,,,,,b1,,
clinic,,,,,b1,,
clip,,,,,b1,,
closely,,,,,b1,,
coal,,,,,b1,,
coastal,,,,,b1,,
cod,,,,,b1,,
coffin,,,,,b1,,
collapse,,,,,b1,,
collar,,,,,b1,,
coloured,,,,,b1,,
columnist,,,,,b1,,
combination,,,,,b1,,
combine,,,,,b1,,
comedian,,,,,b1,,
comet,,,,,b1,,
comfort,,,,,b1,,
comma,,,,,b1,,
command,,,,,b1,,
commercial,,,,,b1,,
commit,,,,,b1,,
common,,,,,b1,,
commonly,,,,,b1,,
companion,,,,,b1,,
comparison,,,,,b1,,
competitive,,,,,b1,,
competitor,,,,,b1,,
complement,,,,,b1,,
complex,,,,,b1,,
complicate,,,,,b1,,
complicated,,,,,b1,,
compliment,,,,,b1,,
compose,,,,,b1,,
composition,,,,,b1,,
compound,,,,,b1,,
compromise,,,,,b1,,
concentration,,,,,b1,,
concept,,,,,b1,,
concerned,,,,,b1,,
conclude,,,,,b1,,
conclusion,,,,,b1,,
conduct,,,,,b1,,
confidence,,,,,b1,,
confirm,,,,,b1,,
confirmation,,,,,b1,,
conflict,,,,,b1,,
confusing,,,,,b1,,
confusion,,,,,b1,,
congratulate,,,,,b1,,
connection,,,,,b1,,
connection,,,,,b1,,
conquer,,,,,b1,,
conscious,,,,,b1,,
consequently,,,,,b1,,
conservation,,,,,b1,,
conservative,,,,,b1,,
considerable,,,,,b1,,
consideration,,,,,b1,,
consonant,,,,,b1,,
constantly,,,,,b1,,
constitute,,,,,b1,,
constitution,,,,,b1,,
construct,,,,,b1,,
construction,,,,,b1,,
consume,,,,,b1,,
consumer,,,,,b1,,
consumption,,,,,b1,,
content,,,,,b1,,
continual,,,,,b1,,
continually,,,,,b1,,
continuous,,,,,b1,,
continuously,,,,,b1,,
contrary,,,,,b1,,
contribute,,,,,b1,,
contribution,,,,,b1,,
controversial,,,,,b1,,
convey,,,,,b1,,
convince,,,,,b1,,
copyright,,,,,b1,,
correction,,,,,b1,,
costume,,,,,b1,,
cottage,,,,,b1,,
cotton,,,,,b1,,
cough,,,,,b1,,
council,,,,,b1,,
counseling,,,,,b1,,
counter,,,,,b1,,
countless,,,,,b1,,
county,,,,,b1,,
courage,,,,,b1,,
courageous,,,,,b1,,
courgette,,,,,b1,,
covered,,,,,b1,,
craft,,,,,b1,,
crash,,,,,b1,,
creator,,,,,b1,,
crisis,,,,,b1,,
critic,,,,,b1,,
critical,,,,,b1,,
crop,,,,,b1,,
crossing,,,,,b1,,
crossroads,,,,,b1,,
crow,,,,,b1,,
cruel,,,,,b1,,
crush,,,,,b1,,
cucumber,,,,,b1,,
cultivate,,,,,b1,,
cultural,,,,,b1,,
cure,,,,,b1,,
curiosity,,,,,b1,,
curious,,,,,b1,,
curiously,,,,,b1,,
currency,,,,,b1,,
current,,,,,b1,,
currently,,,,,b1,,
curriculum,,,,,b1,,
curtain,,,,,b1,,
curve,,,,,b1,,
cushion,,,,,b1,,
customs,,,,,b1,,
daisy,,,,,b1,,
damage,,,,,b1,,
damaged,,,,,b1,,
damp,,,,,b1,,
dangerously,,,,,b1,,
dare,,,,,b1,,
darkness,,,,,b1,,
dating,,,,,b1,,
daze,,,,,b1,,
dazzle,,,,,b1,,
deadline,,,,,b1,,
deadly,,,,,b1,,
deaf,,,,,b1,,
dealer,,,,,b1,,
debris,,,,,b1,,
debt,,,,,b1,,
decade,,,,,b1,,
declaration,,,,,b1,,
declare,,,,,b1,,
decline,,,,,b1,,
decorate,,,,,b1,,
decrease,,,,,b1,,
dedicate,,,,,b1,,
deed,,,,,b1,,
defeat,,,,,b1,,
defend,,,,,b1,,
defender,,,,,b1,,
defense,,,,,b1,,
deficiency,,,,,b1,,
define,,,,,b1,,
definite,,,,,b1,,
definite,,,,,b1,,
definition,,,,,b1,,
delete,,,,,b1,,
delicate,,,,,b1,,
delight,,,,,b1,,
delighted,,,,,b1,,
delightful,,,,,b1,,
deliver,,,,,b1,,
delivery,,,,,b1,,
demand,,,,,b1,,
democracy,,,,,b1,,
democratic,,,,,b1,,
demonstrate,,,,,b1,,
demonstration,,,,,b1,,
deny,,,,,b1,,
depart,,,,,b1,,
departure,,,,,b1,,
dependent,,,,,b1,,
deposit,,,,,b1,,
depressed,,,,,b1,,
depressing,,,,,b1,,
depression,,,,,b1,,
deprive,,,,,b1,,
depth,,,,,b1,,
derive,,,,,b1,,
deserve,,,,,b1,,
desire,,,,,b1,,
despair,,,,,b1,,
desperate,,,,,b1,,
despite,,,,,b1,,
destination,,,,,b1,,
destruction,,,,,b1,,
destructive,,,,,b1,,
determination,,,,,b1,,
determine,,,,,b1,,
determined,,,,,b1,,
devastate,,,,,b1,,
devastating,,,,,b1,,
development,,,,,b1,,
devotion,,,,,b1,,
diagram,,,,,b1,,
dial,,,,,b1,,
dialog,,,,,b1,,
diameter,,,,,b1,,
diaper,,,,,b1,,
differ,,,,,b1,,
diligence,,,,,b1,,
diligent,,,,,b1,,
dioxide,,,,,b1,,
directly,,,,,b1,,
dirt,,,,,b1,,
disability,,,,,b1,,
disable,,,,,b1,,
disabled,,,,,b1,,
disagreement,,,,,b1,,
disappoint,,,,,b1,,
disappointment,,,,,b1,,
disastrous,,,,,b1,,
disc,,,,,b1,,
discomfort,,,,,b1,,
discount,,,,,b1,,
discourage,,,,,b1,,
discrimination,,,,,b1,,
disgusting,,,,,b1,,
dishwasher,,,,,b1,,
disk,,,,,b1,,
dissolve,,,,,b1,,
distant,,,,,b1,,
distinction,,,,,b1,,
distinctly,,,,,b1,,
distinguish,,,,,b1,,
distribute,,,,,b1,,
distribution,,,,,b1,,
district,,,,,b1,,
disturbance,,,,,b1,,
dive,,,,,b1,,
diver,,,,,b1,,
diverse,,,,,b1,,
divine,,,,,b1,,
diving,,,,,b1,,
doc,,,,,b1,,
documentary,,,,,b1,,
dolphin,,,,,b1,,
donate,,,,,b1,,
dot,,,,,b1,,
downward,,,,,b1,,
doze,,,,,b1,,
dozen,,,,,b1,,
drag,,,,,b1,,
dramatic,,,,,b1,,
drown,,,,,b1,,
drunk,,,,,b1,,
dude,,,,,b1,,
dull,,,,,b1,,
dump,,,,,b1,,
dustbin,,,,,b1,,
dusty,,,,,b1,,
duty,,,,,b1,,
duty-free,,,,,b1,,
duvet,,,,,b1,,
dynasty,,,,,b1,,
eager,,,,,b1,,
eagerness,,,,,b1,,
earache,,,,,b1,,
earnest,,,,,b1,,
eastern,,,,,b1,,
easygoing,,,,,b1,,
eco,,,,,b1,,
ecological,,,,,b1,,
ecology,,,,,b1,,
economic,,,,,b1,,
economics,,,,,b1,,
economy,,,,,b1,,
ecosystem,,,,,b1,,
ecstasy,,,,,b1,,
edge,,,,,b1,,
edition,,,,,b1,,
educate,,,,,b1,,
educated,,,,,b1,,
effective,,,,,b1,,
effectively,,,,,b1,,
efficiency,,,,,b1,,
efficient,,,,,b1,,
elbow,,,,,b1,,
election,,,,,b1,,
electron,,,,,b1,,
element,,,,,b1,,
eliminate,,,,,b1,,
embarrass,,,,,b1,,
embarrassed,,,,,b1,,
embarrassment,,,,,b1,,
emerge,,,,,b1,,
emotion,,,,,b1,,
emotional,,,,,b1,,
emotionally,,,,,b1,,
emperor,,,,,b1,,
emphasis,,,,,b1,,
emphasize,,,,,b1,,
empire,,,,,b1,,
employment,,,,,b1,,
enable,,,,,b1,,
enclose,,,,,b1,,
encounter,,,,,b1,,
encouragement,,,,,b1,,
encouraging,,,,,b1,,
encyclopedia,,,,,b1,,
endanger,,,,,b1,,
endless,,,,,b1,,
endure,,,,,b1,,
enemy,,,,,b1,,
engage,,,,,b1,,
engaged,,,,,b1,,
engineering,,,,,b1,,
enjoyable,,,,,b1,,
enjoyment,,,,,b1,,
enrich,,,,,b1,,
ensure,,,,,b1,,
entertain,,,,,b1,,
entertainer,,,,,b1,,
enthusiasm,,,,,b1,,
enthusiast,,,,,b1,,
enthusiastic,,,,,b1,,
entire,,,,,b1,,
entirely,,,,,b1,,
entry,,,,,b1,,
environmental,,,,,b1,,
environmentalist,,,,,b1,,
equal,,,,,b1,,
equality,,,,,b1,,
equally,,,,,b1,,
era,,,,,b1,,
essence,,,,,b1,,
essential,,,,,b1,,
establishment,,,,,b1,,
estimate,,,,,b1,,
eternal,,,,,b1,,
eternity,,,,,b1,,
evenly,,,,,b1,,
eventually,,,,,b1,,
evident,,,,,b1,,
examination,,,,,b1,,
examine,,,,,b1,,
examiner,,,,,b1,,
excellence,,,,,b1,,
excess,,,,,b1,,
exchange,,,,,b1,,
excitedly,,,,,b1,,
excitement,,,,,b1,,
exclusive,,,,,b1,,
exhausted,,,,,b1,,
existence,,,,,b1,,
exit,,,,,b1,,
expand,,,,,b1,,
expected,,,,,b1,,
expedition,,,,,b1,,
expense,,,,,b1,,
experienced,,,,,b1,,
explode,,,,,b1,,
exploration,,,,,b1,,
explosion,,,,,b1,,
export,,,,,b1,,
expose,,,,,b1,,
extend,,,,,b1,,
extensively,,,,,b1,,
extent,,,,,b1,,
extinct,,,,,b1,,
extinction,,,,,b1,,
extraordinary,,,,,b1,,
extreme,,,,,b1,,
eyesight,,,,,b1,,
face,,,,,b1,,
face-to-face,,,,,b1,,
facility,,,,,b1,,
fade,,,,,b1,,
failure,,,,,b1,,
faint,,,,,b1,,
faithful,,,,,b1,,
fake,,,,,b1,,
fallen,,,,,b1,,
fantasy,,,,,b1,,
faraway,,,,,b1,,
farewell,,,,,b1,,
farmland,,,,,b1,,
farther,,,,,b1,,
farthest,,,,,b1,,
fascinate,,,,,b1,,
fashionable,,,,,b1,,
fasten,,,,,b1,,
favorable,,,,,b1,,
favour,,,,,b1,,
fax,,,,,b1,,
feast,,,,,b1,,
fellow,,,,,b1,,
ferry,,,,,b1,,
festive,,,,,b1,,
fetch,,,,,b1,,
feverishly,,,,,b1,,
fighting,,,,,b1,,
filling,,,,,b1,,
film-maker,,,,,b1,,
filter,,,,,b1,,
finance,,,,,b1,,
financial,,,,,b1,,
finding,,,,,b1,,
fire,,,,,b1,,
firefighter,,,,,b1,,
firework,,,,,b1,,
firm,,,,,b1,,
firmly,,,,,b1,,
first,,,,,b1,,
first,,,,,b1,,
first-floor,,,,,b1,,
fitness,,,,,b1,,
fixed,,,,,b1,,
flash,,,,,b1,,
flavor,,,,,b1,,
flock,,,,,b1,,
flow,,,,,b1,,
fluent,,,,,b1,,
fluently,,,,,b1,,
flunk,,,,,b1,,
flute,,,,,b1,,
fold,,,,,b1,,
folk,,,,,b1,,
fond,,,,,b1,,
fondness,,,,,b1,,
foolish,,,,,b1,,
forbidden,,,,,b1,,
forecast,,,,,b1,,
forehead,,,,,b1,,
forgive,,,,,b1,,
formally,,,,,b1,,
format,,,,,b1,,
former,,,,,b1,,
formula,,,,,b1,,
forth,,,,,b1,,
fortnight,,,,,b1,,
fortunate,,,,,b1,,
foundation,,,,,b1,,
fountain,,,,,b1,,
fragment,,,,,b1,,
freely,,,,,b1,,
freezer,,,,,b1,,
freezing,,,,,b1,,
frequency,,,,,b1,,
frequent,,,,,b1,,
frequently,,,,,b1,,
freshman,,,,,b1,,
friendliness,,,,,b1,,
fright,,,,,b1,,
frost,,,,,b1,,
frozen,,,,,b1,,
frustrated,,,,,b1,,
frustration,,,,,b1,,
frying,,,,,b1,,
fuel,,,,,b1,,
full,,,,,b1,,
full-time,,,,,b1,,
fund,,,,,b1,,
funeral,,,,,b1,,
fur,,,,,b1,,
furnish,,,,,b1,,
furthermore,,,,,b1,,
furthest,,,,,b1,,
fuss,,,,,b1,,
gain,,,,,b1,,
gall,,,,,b1,,
gallon,,,,,b1,,
gardening,,,,,b1,,
garment,,,,,b1,,
gay,,,,,b1,,
gee,,,,,b1,,
gene,,,,,b1,,
generally,,,,,b1,,
generate,,,,,b1,,
generous,,,,,b1,,
genetic,,,,,b1,,
genetically,,,,,b1,,
genetics,,,,,b1,,
gentleman,,,,,b1,,
geographical,,,,,b1,,
geology,,,,,b1,,
gesture,,,,,b1,,
giant,,,,,b1,,
gifted,,,,,b1,,
giggle,,,,,b1,,
ginger,,,,,b1,,
giraffe,,,,,b1,,
glance,,,,,b1,,
glide,,,,,b1,,
glimpse,,,,,b1,,
glint,,,,,b1,,
global,,,,,b1,,
glorious,,,,,b1,,
glory,,,,,b1,,
goalkeeper,,,,,b1,,
goddess,,,,,b1,,
